"Cost_of_Goods_Sold_EURO","Quantity_units","Number_of_Deliveries","N_Parts","Assembly_Labour_Minutes","Machinery_Minutes","Geographical_Area","Plant","Customer_Class","Turnover_Range_EURO","Product_Line","Product_Type","Total_Cost_of_Distribution","Total_Customer_Order_Management_Costs","Customer_related_Issues_Costs","Total_Operations_Costs"
107.32,1,4,17,10.2,811,"IAM","Northern Italy","Nationals","d 250-500","Plugs and Caps","Spare Parts",35.17,44.7,0.17,22.59
193.25,1,4,16,15,2911,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",38.13,27.51,0.27,45.26
295.62,2,4,15,16,1249,"NAM","USA","Nationals","c 100-250","Plugs and Caps","Spare Parts",67.16,57.53,6.62,23.7
186.53,1,4,17,9,3090,"NAM","USA","Nationals","c 100-250","Plugs and Caps","Spare Parts",50.31,36.3,4.18,29.54
1776.46,150,51,1,0,1,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",252.53,168.16,12.38,11.61
546.2,3,18,30,957,1255,"ITA","Northern Italy","Others","c 100-250","Plugs and Caps","Spare Parts",64.01,48.07,30.75,178.98
728.27,4,4,30,957,1899,"ITA","Northern Italy","Others","a 0-20","Plugs and Caps","Spare Parts",97.57,305.81,1.44,238.64
1638.6,9,40,30,957,3325,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",238.55,1123.61,9.08,536.95
2366.87,13,29,30,957,3977,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",308.39,185.08,6.39,775.6
304.41,2,18,20,264,897,"NAM","USA","Others","b 20-100","Plugs and Caps","Spare Parts",46.79,52.37,74.48,108.7
152.2,1,4,20,264,3421,"NAM","USA","Others","a 0-20","Plugs and Caps","Spare Parts",25.75,29.42,0.41,54.35
152.2,1,4,20,264,3421,"NAM","USA","Others","b 20-100","Plugs and Caps","Spare Parts",29.94,35.18,0.48,54.35
304.41,2,18,20,264,897,"NAM","USA","Others","a 0-20","Plugs and Caps","Spare Parts",55.54,64.38,0.89,108.7
304.41,2,18,20,264,897,"NAM","USA","Others","a 0-20","Plugs and Caps","Spare Parts",51.84,59.3,0.82,108.7
546.31,2,4,31,832,898,"ITA","Northern Italy","Others","a 0-20","Plugs and Caps","Spare Parts",46.67,233.41,1.41,126.04
819.46,3,4,31,832,1217,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",68.93,561.33,4.41,189.07
5736.22,21,29,31,832,173,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",404.43,449.39,15.7,1323.46
702.79,3,4,21,96,1169,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",69.21,64.66,66.38,162.59
3812.06,12,4,36,420,3921,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",241.63,924.31,5.65,911.76
5379.53,18,4,35,576,286,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",99.63,615.21,31.59,1287.9
301.56,1,4,35,32,3930,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",42.44,205.07,1.42,87.05
668.49,2,4,37,60,1206,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",23.3,69.47,2.63,169.51
799.81,3,4,31,72,1092,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",49.89,62.9,2.25,160.15
806.77,2,4,35,170,1150,"FRA","Northern Italy","Others","a 0-20","Plugs and Caps","Spare Parts",67.15,109.53,1.26,274.83
1210.16,3,4,35,170,1902,"ITA","Northern Italy","Others","d 250-500","Plugs and Caps","Spare Parts",112.77,205.52,1.81,412.25
384.71,1,4,42,39,4170,"ITA","Northern Italy","Nationals","b 20-100","Plugs and Caps","Spare Parts",59.44,68.15,2.31,85.15
767.49,4,4,29,3410,1902,"FRA","Northern Italy","Nationals","d 250-500","Plugs and Caps","Spare Parts",56.45,123.97,1.41,222.85
7674.93,40,40,29,3410,1511,"NAM","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",471.31,599.85,17.17,2207.71
959.37,5,4,29,3410,2113,"FRA","Northern Italy","Others","a 0-20","Plugs and Caps","Spare Parts",148.13,220.67,0.97,278.56
767.49,4,4,29,3410,1902,"CEU","Northern Italy","Nationals","d 250-500","Plugs and Caps","Spare Parts",46.67,63.04,0.85,222.85
4221.21,22,29,29,3410,253,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",278.98,400.07,10.89,1225.65
575.62,3,18,29,3410,1256,"ITA","Northern Italy","Others","c 100-250","Plugs and Caps","Spare Parts",31.62,47.03,23.58,167.13
3645.59,19,4,29,3410,85,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",321.71,2498.55,19.91,1058.52
191.87,1,4,29,3410,3444,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",13.99,14.9,0.49,55.71
383.75,2,4,29,3410,909,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Spare Parts",31.88,37.32,0.69,111.42
4029.34,21,40,29,3410,199,"NAM","USA","Nationals","b 20-100","Plugs and Caps","Spare Parts",996.28,1136.98,15.32,1169.94
575.62,3,29,29,3410,1256,"NAM","USA","Others","c 100-250","Plugs and Caps","Spare Parts",119.98,128.03,1.76,167.13
4003.99,26,40,19,1559.25,244,"FRA","Northern Italy","Nationals","d 250-500","Plugs and Caps","Spare Parts",375.72,553.14,6.26,1164.64
1078,7,29,19,1559.25,2536,"IAM","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",96.68,304.34,1.67,313.56
924,6,4,19,1559.25,2119,"CEU","Northern Italy","Nationals","d 250-500","Plugs and Caps","Spare Parts",82.72,78.16,1.18,268.76
3079.99,20,18,19,1559.25,4441,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",272.72,284.51,7.07,895.88
154,1,1,19,1559.25,3090,"ITA","Northern Italy","Nationals","d 250-500","Plugs and Caps","Spare Parts",13.76,11.56,0.24,44.79
154,1,4,19,1559.25,3090,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",16.38,104.69,0.72,44.79
154,1,4,19,1559.25,3090,"CEU","Northern Italy","Others","c 100-250","Plugs and Caps","Spare Parts",16.39,14.69,0.25,44.79
154,1,4,19,1559.25,3090,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",20.06,22.17,0.24,44.79
8498.05,48,51,19,1440,2190,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",723.97,740.83,611.45,3013.34
4484.41,11,4,33,1620,4277,"ITA","Northern Italy","Others","c 100-250","Plugs and Caps","Spare Parts",327.29,518.99,6.75,1140.82
407.67,1,4,33,1620,4152,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",30.74,276.97,1.85,103.71
3669.06,9,29,33,1620,3957,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Spare Parts",202.49,424.06,5.67,933.4
2446.04,6,29,33,1620,3127,"ITA","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",145.28,253.15,372.6,622.27
407.67,1,4,33,1620,4152,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",54.63,56.91,0.77,103.71
3261.39,8,4,33,1620,3729,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",254.16,262.63,4.56,829.69
1628.34,4,4,33,270,2501,"IAM","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",112.16,196.33,1.54,415.3
814.17,2,4,33,270,1198,"IAM","Northern Italy","Nationals","d 250-500","Plugs and Caps","Spare Parts",106.55,338.66,1.28,207.65
484.09,1,4,35,33,3784,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",70.59,91.01,5.15,128.87
206.9,4,4,6,209,1797,"CEU","Northern Italy","Nationals","d 250-500","Plugs and Caps","Spare Parts",18.6,19.51,0.41,35.92
2069.05,40,18,6,209,1807,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",167.49,199.49,5.84,359.17
449.87,5,4,4,0,1,"CEU","Northern Italy","Strategic","Strategic","Plugs and Caps","Spare Parts",571.42,35.81,1.58,27.5
2362.18,4,4,47,268,3124,"NAM","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",108.5,194.89,7.47,613.34
619.19,2,4,38,0,1,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",73.64,89.14,1.43,16.79
633.13,1,4,58,90,1087,"NAM","USA","Nationals","c 100-250","Plugs and Caps","Spare Parts",115.73,82.37,9.47,151.85
492.91,1,4,58,60,3718,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",39.1,38.27,1.26,91.44
572.61,1,4,55,360,3718,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",44.79,58.74,120.56,87.55
2863.03,5,40,55,360,2496,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",211.57,427.17,7.49,437.76
551.14,1,4,54,0,1,"ITA","Northern Italy","Nationals","c 100-250","Plugs and Caps","Spare Parts",58.65,51.87,8.76,30.25
355.83,4000,18,1,0,1,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",124.49,27.95,11.28,25.37
2080.3,8000,18,1,0,1,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",822.45,163.16,64.86,38.51
1054.62,8000,18,1,0,1,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",754.12,82.92,33.84,26.25
497.86,170,74,1,0,1,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",293.82,52.84,79.82,12.56
511.19,90,60,1,0,1,"CEU","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",146.22,51.93,71.12,10.05
863.34,152,60,1,0,1,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",217.48,98.91,5.1,16.97
488.65,190,60,1,0,1,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",268.98,50.88,1.94,134.17
77.17,30,51,1,0,1,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",46.25,52.76,0.43,21.18
90.04,27,64,1,0,1,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",47.41,17.3,1.16,19.13
550.21,165,64,1,0,1,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",267.55,57.31,2.19,116.88
86.71,26,40,1,0,1,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",46.45,59.3,0.48,18.42
77.03,50,18,1,0,1,"FRA","Northern Italy","Nationals","a 0-20","Plugs and Caps","Spare Parts",77.56,17.37,0.2,10.16
88.42,50,4,1,0,1,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",51.75,21.78,0.18,15.3
162.69,92,40,1,0,1,"CEU","Northern Italy","Others","e >500","Plugs and Caps","Spare Parts",96.21,14.07,0.32,28.16
508.57,1100,64,1,0,1,"ITA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",336.44,40.47,1.56,135.8
665.77,1440,29,1,0,1,"NAM","USA","Nationals","a 0-20","Plugs and Caps","Spare Parts",570.14,209.68,2.83,177.77
27.33,30,29,1,0,1,"ITA","Northern Italy","Others","b 20-100","Plugs and Caps","Spare Parts",61.5,18.57,0.12,81.2
118.32,64,4,1,0,1,"APA","Northern Italy","Nationals","b 20-100","Plugs and Caps","Spare Parts",76.3,12.41,0.19,23.01
159.69,5,4,1,0,1,"FRA","Northern Italy","Nationals","e >500","Plugs and Caps","Spare Parts",54.99,26.38,0.58,65.13
710.05,40,29,0,0,2704,"CEU","Spain","Others","e >500","Plugs and Caps","Spare Parts",41.65,108.05,0.95,203.37
210.33,10,4,0,0,3139,"ITA","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",31.63,34.36,0.2,29.61
69.13,10,4,0,0,3460,"CSI","Spain","Others","b 20-100","Plugs and Caps","Spare Parts",21.79,10.13,0.1,29.83
296.88,20,4,0,0,846,"CEU","Spain","Others","a 0-20","Plugs and Caps","Spare Parts",30.92,36.33,0.4,59.77
303.44,10,4,0,0,3502,"APA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",16.27,24.97,0.34,34.81
652.17,10,4,0,0,1900,"APA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",31.08,51.96,0.61,122.23
114.95,6,29,0,0,3318,"ITA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",105.36,14.97,0.14,26.58
560.75,16,40,1,0,1,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",88.66,93.14,1.03,14.86
205.18,5,40,0,0,1282,"CEU","Spain","Others","e >500","Plugs and Caps","Spare Parts",38.89,31.77,0.33,13.84
450.14,15,29,0,0,2077,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",42.44,52.61,2.88,135.95
248.33,7,29,0,0,2572,"SAM","Brasil","Others","c 100-250","Plugs and Caps","Spare Parts",91.71,43.47,0.39,22.96
354.76,10,4,0,0,3300,"APA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",17,29.43,0.41,32.8
660.74,40,29,0,0,2011,"SAM","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",35.14,73.45,1.27,134.03
330.37,20,4,0,0,987,"IAM","Spain","Others","a 0-20","Plugs and Caps","Spare Parts",13.85,99.37,0.61,67.02
198.22,12,18,0,0,4013,"CEU","Spain","Others","c 100-250","Plugs and Caps","Spare Parts",10.28,20.1,0.29,40.21
247.78,15,29,0,0,4427,"ITA","Spain","Others","e >500","Plugs and Caps","Spare Parts",18.22,37.98,0.3,50.26
2296.09,139,74,0,0,4267,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",399.84,453.2,24.82,465.76
528.6,32,64,0,0,1804,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",110.74,125.43,9.17,107.23
417.56,16,4,0,0,1366,"CSI","Spain","Others","b 20-100","Plugs and Caps","Spare Parts",21.22,179.23,0.67,107.98
128.41,9,29,0,0,1030,"ITA","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",46.67,16.84,0.17,65.22
316.71,20,4,0,0,2152,"APA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",32.35,27.33,0.45,144.39
1096.95,2161,17,1,0,1,"NAM","USA","Strategic","Strategic","Plugs and Caps","Spare Parts",522.14,370.48,5.32,11.67
3419.72,2360,18,1,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",477.76,558.16,40.76,30.07
305.53,18,18,0,0,895,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",33.85,45.56,2.49,65.08
324.95,33,40,0,0,1305,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",68.97,84.57,4.64,97.02
78.77,8,29,0,0,3008,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",15.52,17.89,1.31,23.52
137.59,10,4,0,0,4469,"APA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",25.78,12.91,0.27,50.82
68.79,5,51,0,0,3139,"ITA","Spain","Others","e >500","Plugs and Caps","Spare Parts",13.05,10.83,0.11,25.41
165.11,12,29,0,0,920,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",60.79,52.98,2.9,60.98
96.31,7,4,0,0,3780,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",42.22,40.75,0.55,35.57
262.77,14,29,0,0,4456,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",37.14,45.58,2.5,53.08
520.02,32,68,0,0,1318,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",91.87,114.93,8.4,98.87
459.79,16,40,0,0,1194,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",36.91,42.72,2.33,83.27
217.54,23,40,0,0,1107,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",45.03,53.84,2.95,77.78
1131.95,18,29,0,0,910,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",42.61,45.87,2.48,80.52
76.77,6,4,1,0,2483,"APA","Spain","Others","b 20-100","Plugs and Caps","Spare Parts",10.23,15.96,0.12,22.51
90.91,3,18,1,0,1910,"APA","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",11.58,13.65,0.14,19.09
628.99,15,18,1,0,831,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",92.02,114.49,6.27,86.33
606.61,27,40,0,0,1093,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",86.02,100.58,5.51,83.74
132.77,10,40,0,0,1257,"CEU","Spain","Others","e >500","Plugs and Caps","Spare Parts",22.04,20.59,0.21,82.37
331.91,25,29,0,0,2983,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",108.62,94.07,5.16,205.93
386.44,9,18,0,0,1027,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",29.66,33.08,1.81,70.49
128.81,3,18,0,0,3008,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",11.02,12.68,2.21,23.5
411.56,16,18,0,0,1305,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",61.91,69.63,3.81,92.49
707.88,29,29,0,0,4012,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",89.97,108.62,5.94,370.81
699.86,40,29,0,0,3649,"SAM","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",32.28,75.84,1.2,295.95
349.93,20,4,0,0,2430,"IAM","Spain","Others","a 0-20","Plugs and Caps","Spare Parts",13.13,105.57,0.67,147.97
262.45,15,29,0,0,1895,"ITA","Spain","Others","e >500","Plugs and Caps","Spare Parts",18.33,40.41,0.33,110.98
2816.95,161,74,0,0,1572,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",518.76,616.8,33.79,1191.18
1102.29,63,60,0,0,4432,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",212.36,243.14,17.77,466.12
69.99,4,18,0,0,3641,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",11.07,12.68,2.21,29.59
179.33,6,18,1,0,2483,"SAM","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",15.65,17.15,0.14,26.18
592.78,21,60,0,0,987,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",36.13,36.77,2.67,78
673.83,13,40,0,0,2107,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",47.1,59.13,4.3,158.85
1637.8,150,18,1,0,1,"UKE","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",133.83,149.73,2.78,23.79
895.33,82,40,1,0,1,"UKE","UK","Others","a 0-20","Plugs and Caps","Spare Parts",79.52,10.06,0.56,13.01
4640.42,425,40,1,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",247.32,103.05,5.52,67.41
63.01,1,4,0,0,1176,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",15.06,12.33,5.77,10.47
63.01,1,4,0,0,1176,"NAM","USA","Others","a 0-20","Plugs and Caps","Spare Parts",15.41,12.55,0.17,10.47
363.11,14,18,1,0,1051,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",60.47,59.68,3.27,101.85
1770.56,59,10,1,0,2676,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",411.35,506.28,237.11,296.22
1892.85,28,10,1,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",256.89,280.71,131.23,33.9
93.75,2,4,1,0,994,"NAM","USA","Others","a 0-20","Plugs and Caps","Spare Parts",14.46,18.71,0.26,13.65
234.66,4,29,0,0,1910,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",29.23,29.18,13.63,16.78
543.79,22,29,0,0,1841,"SAM","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",18,59.43,0.97,113.73
420.2,17,29,0,0,1201,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",60.11,75.29,4.12,87.88
277.27,13,18,0,0,1800,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",51.7,67.12,3.68,98.64
342.11,16,29,0,0,982,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",48.44,62.39,3.42,68.75
369.04,60,4,0,0,1,"SAM","Brasil","Others","b 20-100","Plugs and Caps","Spare Parts",145.28,72.13,0.64,13.09
430.54,70,4,0,0,1,"SAM","Brasil","Others","c 100-250","Plugs and Caps","Spare Parts",139.88,69.56,0.62,15.27
746.35,90,29,1,0,1,"SAM","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",36.39,76.18,0.94,67.14
207.32,25,4,1,0,1,"IAM","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",13.13,56.21,0.32,18.65
165.86,20,4,1,0,1,"APA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",14.15,16.8,0.41,14.92
290.25,35,4,1,0,1,"IAM","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",25.75,30.04,0.42,26.11
829.28,100,40,1,0,1,"IAM","Spain","Others","c 100-250","Plugs and Caps","Spare Parts",47.05,101.91,1.43,74.6
124.39,15,40,1,0,1,"ITA","Spain","Others","e >500","Plugs and Caps","Spare Parts",10.92,19.91,0.22,11.19
124.39,15,4,1,0,1,"IAM","Spain","Nationals","b 20-100","Plugs and Caps","Spare Parts",10.69,64.55,0.13,11.19
7231.33,872,18,1,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",527.3,316.08,22.86,629.77
265.37,32,40,1,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",73.44,90.89,42.58,23.87
497.57,60,4,1,0,1,"NAM","USA","Nationals","c 100-250","Plugs and Caps","Spare Parts",51.64,45.15,0.61,44.76
580.5,70,18,1,0,1,"NAM","USA","Others","a 0-20","Plugs and Caps","Spare Parts",63.01,55.43,0.76,52.22
165.86,20,4,1,0,1,"NAM","USA","Nationals","b 20-100","Plugs and Caps","Spare Parts",15.21,12.14,0.16,14.92
199.03,24,4,1,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",26.83,27.05,0.36,17.9
641.05,870,51,1,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",188.02,132.78,23.18,17.43
374.31,508,74,1,0,1,"NAM","USA","Strategic","Strategic","Plugs and Caps","Spare Parts",99.06,58.1,0.83,10.18
710.1,60,40,0,0,1,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",46.82,79.56,13.86,28.36
339.29,18,18,1,0,1,"SAM","Brasil","Others","c 100-250","Plugs and Caps","Spare Parts",167.68,80.2,0.71,23.83
207.35,11,29,1,0,1,"SAM","Brasil","Others","c 100-250","Plugs and Caps","Spare Parts",93.78,44.84,0.4,14.56
108.03,4,4,1,0,2692,"SAM","Brasil","Others","b 20-100","Plugs and Caps","Spare Parts",40.15,16.84,0.15,29.23
189.06,7,18,1,0,3780,"SAM","Brasil","Others","c 100-250","Plugs and Caps","Spare Parts",95.45,41.57,0.37,51.15
945.3,35,18,1,0,2558,"SAM","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",64.92,102,1.59,255.76
270.09,10,18,1,0,4469,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",26.97,16.98,0.92,73.07
169.55,4,18,0,0,1333,"ITA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",13.36,24.87,0.22,14.02
163.7,3,4,0,0,1359,"UKE","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",15.39,12.49,0.28,37.48
689.95,50,18,1,0,3915,"CEU","Spain","Strategic","Strategic","Plugs and Caps","Spare Parts",52.1,76.91,7.49,378.66
137.99,10,4,1,0,1090,"UKE","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",18.52,11.03,0.29,75.73
120.13,7,29,0,0,991,"SAM","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",28.86,12.77,0.19,78.12
171.62,10,4,0,0,1314,"UKE","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",48.22,13.45,0.33,111.6
85.81,5,29,0,0,4379,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",33.17,19.62,9.18,55.8
916.36,1560,40,1,0,2,"ITA","Spain","Others","d 250-500","Plugs and Caps","Spare Parts",176.41,121.3,1.28,19.17
632.65,1077,74,1,0,2,"CEU","Spain","Others","e >500","Plugs and Caps","Spare Parts",145.83,50.45,0.84,13.23
907.32,21,29,1,0,1865,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",122.59,160.84,8.81,212.5
475.46,15,29,0,0,2009,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",43.61,50.42,2.75,133.24
281.62,13,18,0,0,991,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",28.53,35.26,1.93,68.86
106.27,6,4,1,0,2956,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",26.39,29.59,0.4,30.37
78.37,5,4,1,0,2127,"FRA","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",25.22,18.09,0.21,26.31
141.07,9,40,1,0,3343,"CSI","Spain","Others","b 20-100","Plugs and Caps","Spare Parts",39.58,27.83,0.16,47.36
197.96,8,18,1,0,3390,"FRA","Spain","Nationals","c 100-250","Plugs and Caps","Spare Parts",43.94,54.67,8.53,40.71
123.72,5,4,1,0,2543,"UKE","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",23.6,13.47,0.61,25.44
85.58,4,18,0,0,4257,"CSI","Spain","Others","b 20-100","Plugs and Caps","Spare Parts",52.15,17.41,0.14,41.76
816.04,24,51,0,0,1971,"NAM","USA","Strategic","Strategic","Plugs and Caps","Spare Parts",81.1,85.29,1.22,133.48
110.18,8,4,0,0,3442,"ITA","Spain","Nationals","e >500","Plugs and Caps","Spare Parts",12.62,10.37,0.3,29.69
41.32,3,4,0,0,1822,"NAM","USA","Nationals","e >500","Plugs and Caps","Spare Parts",13.14,13.03,0.18,11.13
97.96,4,4,0,0,2931,"IAM","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",22.97,25.38,0.14,22.24
405.61,9,4,0,0,4148,"NAM","USA","Strategic","Strategic","Plugs and Caps","Spare Parts",43.5,50.78,0.73,49.06
116.42,5,4,0,0,3748,"IAM","Spain","Nationals","d 250-500","Plugs and Caps","Spare Parts",16.8,33.9,0.2,36.05
1766.74,1368,64,1,0,1,"NAM","USA","Strategic","Strategic","Plugs and Caps","Spare Parts",191.95,210.26,475.79,16.97
78.57,5,4,0,0,3460,"FRA","Spain","Others","a 0-20","Plugs and Caps","Spare Parts",17.11,61.25,0.13,29.83
303.93,19,29,0,0,1948,"NAM","Spain","Others","e >500","Plugs and Caps","Spare Parts",14.32,25.38,1.03,122.85
91.77,5,4,0,0,2900,"FRA","Spain","Others","a 0-20","Plugs and Caps","Spare Parts",17.49,71.57,0.15,22.08
402.45,20,18,0,0,4242,"NAM","Spain","Others","e >500","Plugs and Caps","Spare Parts",17.51,34.7,1.59,52.21
